,OriginalQuestion,TypoQuestion,TargetWord,TypoWord,EditDistance,TargetStartIndex,TargetEndIndex,p,Id,LogProbWord,ProbWord,Question,StartIndex,EndIndex,AnswerChoices,CorrectAnswer,Answer,Correct,Valid,CorrectedQuestion,CorrectedAnswer,CorrectedCorrect,CorrectInt,CorrectedCorrectInt,NormalizedEditDistance,NED < .1,
269,"To learn must have the right book, to work efficiently what must one have?","To lnar must have the right book, to work efficiently what must one have?",learn,lnar,2,3,7,0.4,81,-1.085691348,0.082093477,"To learn must have the right book, to work efficiently what must one have?",3,8,"['A) improve yourself', 'B) become knowledgeable', 'C) have tools', 'D) persistence', 'E) have more knowledge']",C) have tools,C) have tools,TRUE,TRUE,"To learn must have the right book, to work efficiently what must one have?",C) have tools,TRUE,1,1,0.5,0,
270,"To learn must have the right book, to work efficiently what must one have?","To riynn must have the right book, to work efficiently what must one have?",learn,riynn,4,3,8,0.8,81,-1.085691348,0.082093477,"To learn must have the right book, to work efficiently what must one have?",3,8,"['A) improve yourself', 'B) become knowledgeable', 'C) have tools', 'D) persistence', 'E) have more knowledge']",C) have tools,C) have tools,TRUE,TRUE,"To read, one must have the right book. To work efficiently, what must one have?",C) have tools,TRUE,1,1,0.8,0,
271,What is a mobile launching platform found in the ocean?,What is a mobile launching platform found in the ocean?,launching platform,launching platform,0,17,35,0,82,,7.31E-08,What is a mobile launching platform found in the ocean?,17,35,"['A) launch pad', 'B) circus', 'C) aircraft carrier', 'D) large open area', 'E) space station']",C) aircraft carrier,C) aircraft carrier,TRUE,TRUE,What is a mobile launching platform found in the ocean?,C) aircraft carrier,TRUE,1,1,0,1,
272,What is a mobile launching platform found in the ocean?,What is a mobile launching latform found in the ocean?,launching platform,launching latform,1,17,34,0.1,82,-7.136084582,7.31E-08,What is a mobile launching platform found in the ocean?,17,35,"['A) launch pad', 'B) circus', 'C) aircraft carrier', 'D) large open area', 'E) space station']",C) aircraft carrier,C) aircraft carrier,TRUE,TRUE,What is a mobile launching platform found in the ocean?,C) aircraft carrier,TRUE,1,1,0.058823529,1,
273,What is a mobile launching platform found in the ocean?,What is a mobile launchnguptatfom found in the ocean?,launching platform,launchnguptatfom,4,17,33,0.2,82,-7.136084582,7.31E-08,What is a mobile launching platform found in the ocean?,17,35,"['A) launch pad', 'B) circus', 'C) aircraft carrier', 'D) large open area', 'E) space station']",C) aircraft carrier,C) aircraft carrier,TRUE,TRUE,What is a mobile launching platform found in the ocean?,C) aircraft carrier,TRUE,1,1,0.25,0,
274,What is a mobile launching platform found in the ocean?,What is a mobile lsuncirng pltfoora found in the ocean?,launching platform,lsuncirng pltfoora,6,17,35,0.4,82,-7.136084582,7.31E-08,What is a mobile launching platform found in the ocean?,17,35,"['A) launch pad', 'B) circus', 'C) aircraft carrier', 'D) large open area', 'E) space station']",C) aircraft carrier,C) aircraft carrier,TRUE,TRUE,What is a mobile launching platform found in the ocean?,C) aircraft carrier,TRUE,1,1,0.333333333,0,
275,What is a mobile launching platform found in the ocean?,What is a mobile lncnneppscderomm found in the ocean?,launching platform,lncnneppscderomm,12,17,33,0.8,82,-7.136084582,7.31E-08,What is a mobile launching platform found in the ocean?,17,35,"['A) launch pad', 'B) circus', 'C) aircraft carrier', 'D) large open area', 'E) space station']",C) aircraft carrier,C) aircraft carrier,TRUE,TRUE,What is a mobile invertebrate found in the ocean?,B) circus,FALSE,1,0,0.75,0,
276,There weren't potatoes but actually a snake in his what?,There weren't potatoes but actually a snake in his what?,snake,snake,0,38,43,0,83,,0.000573322,There weren't potatoes but actually a snake in his what?,38,43,"['A) burlap sack', 'B) hot country', 'C) purse', 'D) pet shops', 'E) deep grass']",A) burlap sack,A) burlap sack,TRUE,TRUE,There weren't potatoes but actually a snake in his what?,A) burlap sack,TRUE,1,1,0,1,
277,There weren't potatoes but actually a snake in his what?,There weren't potatoes but actually a snakke in his what?,snake,snakke,1,38,44,0.1,83,-3.241601038,0.000573322,There weren't potatoes but actually a snake in his what?,38,43,"['A) burlap sack', 'B) hot country', 'C) purse', 'D) pet shops', 'E) deep grass']",A) burlap sack,A) burlap sack,TRUE,TRUE,There weren't potatoes but actually a snake in his what?,A) burlap sack,TRUE,1,1,0.166666667,0,
278,There weren't potatoes but actually a snake in his what?,There weren't potatoes but actually a ankn in his what?,snake,ankn,3,38,42,0.2,83,-3.241601038,0.000573322,There weren't potatoes but actually a snake in his what?,38,43,"['A) burlap sack', 'B) hot country', 'C) purse', 'D) pet shops', 'E) deep grass']",A) burlap sack,A) burlap sack,TRUE,TRUE,There weren't potatoes but actually a snake in his what?,A) burlap sack,TRUE,1,1,0.75,0,
279,There weren't potatoes but actually a snake in his what?,There weren't potatoes but actually a ohkaee in his what?,snake,ohkaee,4,38,44,0.4,83,-3.241601038,0.000573322,There weren't potatoes but actually a snake in his what?,38,43,"['A) burlap sack', 'B) hot country', 'C) purse', 'D) pet shops', 'E) deep grass']",A) burlap sack,A) burlap sack,TRUE,TRUE,There weren't potatoes but actually an okra in his what?,A) burlap sack,TRUE,1,1,0.666666667,0,
280,There weren't potatoes but actually a snake in his what?,There weren't potatoes but actually a sdaaj in his what?,snake,sdaaj,3,38,43,0.8,83,-3.241601038,0.000573322,There weren't potatoes but actually a snake in his what?,38,43,"['A) burlap sack', 'B) hot country', 'C) purse', 'D) pet shops', 'E) deep grass']",A) burlap sack,A) burlap sack,TRUE,TRUE,There weren't potatoes but actually a salad in his what?,A) burlap sack,TRUE,1,1,0.6,0,
281,What is committing perjury likely to lead to?,What is committing perjury likely to lead to?,committing perjury,committing perjury,0,8,26,0,85,,5.23E-07,What is committing perjury likely to lead to?,8,26,"['A) shame', 'B) arrest', 'C) embarrassment', 'D) go to jail', 'E) tension']",B) arrest,B) arrest,TRUE,TRUE,What is committing perjury likely to lead to?,B) arrest,TRUE,1,1,0,1,
282,What is committing perjury likely to lead to?,What is committing perjur likely to lead to?,committing perjury,committing perjur,1,8,25,0.1,85,-6.281186996,5.23E-07,What is committing perjury likely to lead to?,8,26,"['A) shame', 'B) arrest', 'C) embarrassment', 'D) go to jail', 'E) tension']",B) arrest,D) go to jail,FALSE,TRUE,What is committing perjury likely to lead to?,B) arrest,TRUE,0,1,0.058823529,1,
283,What is committing perjury likely to lead to?,What is comitting  perhur likely to lead to?,committing perjury,comitting  perhur,4,8,25,0.2,85,-6.281186996,5.23E-07,What is committing perjury likely to lead to?,8,26,"['A) shame', 'B) arrest', 'C) embarrassment', 'D) go to jail', 'E) tension']",B) arrest,B) arrest,TRUE,TRUE,What is committing perjury likely to lead to?,B) arrest,TRUE,1,1,0.235294118,0,
284,What is committing perjury likely to lead to?,What is comoitaing epjrury likely to lead to?,committing perjury,comoitaing epjrury,5,8,26,0.4,85,-6.281186996,5.23E-07,What is committing perjury likely to lead to?,8,26,"['A) shame', 'B) arrest', 'C) embarrassment', 'D) go to jail', 'E) tension']",B) arrest,C) embarrassment,FALSE,TRUE,What is computer programming likely to lead to?,"None of the above. Computer programming is likely to lead to opportunities for career advancement, problem-solving skills, and innovation.",FALSE,0,0,0.277777778,0,
285,What is committing perjury likely to lead to?,What is cmmitio gpevk likely to lead to?,committing perjury,cmmitio gpevk,10,8,21,0.8,85,-6.281186996,5.23E-07,What is committing perjury likely to lead to?,8,26,"['A) shame', 'B) arrest', 'C) embarrassment', 'D) go to jail', 'E) tension']",B) arrest,C) embarrassment,FALSE,TRUE,What is committing suicide likely to lead to?,A) shame,FALSE,0,0,0.769230769,0,
286,"The new play was the go to performance of the year, all the crowds would stand and what?","The new play was the go to performance of the year, all the crowds would stand and what?",go to performance,go to performance,0,21,38,0,86,,3.82E-05,"The new play was the go to performance of the year, all the crowds would stand and what?",21,38,"['A) admiration', 'B) applaud', 'C) make reservations', 'D) experience', 'E) sleep']",B) applaud,B) applaud,TRUE,TRUE,"The new play was the go-to performance of the year, all the crowds would stand and what?",B) applaud,TRUE,1,1,0,1,
287,"The new play was the go to performance of the year, all the crowds would stand and what?","The new play was the g oto performance of the year, all the crowds would stand and what?",go to performance,g oto performance,2,21,38,0.1,86,-4.418327833,3.82E-05,"The new play was the go to performance of the year, all the crowds would stand and what?",21,38,"['A) admiration', 'B) applaud', 'C) make reservations', 'D) experience', 'E) sleep']",B) applaud,B) applaud,TRUE,TRUE,"The new play was the go-to performance of the year, all the crowds would stand and what?",B) applaud,TRUE,1,1,0.117647059,0,
288,"The new play was the go to performance of the year, all the crowds would stand and what?","The new play was the go to peormcncee of the year, all the crowds would stand and what?",go to performance,go to peormcncee,4,21,37,0.2,86,-4.418327833,3.82E-05,"The new play was the go to performance of the year, all the crowds would stand and what?",21,38,"['A) admiration', 'B) applaud', 'C) make reservations', 'D) experience', 'E) sleep']",B) applaud,B) applaud,TRUE,TRUE,"The new play was the go-to performance of the year, all the crowds would stand and what?",B) applaud,TRUE,1,1,0.25,0,
289,"The new play was the go to performance of the year, all the crowds would stand and what?","The new play was the og othpezfoannce of the year, all the crowds would stand and what?",go to performance,og othpezfoannce,9,21,37,0.4,86,-4.418327833,3.82E-05,"The new play was the go to performance of the year, all the crowds would stand and what?",21,38,"['A) admiration', 'B) applaud', 'C) make reservations', 'D) experience', 'E) sleep']",B) applaud,B) applaud,TRUE,TRUE,"The new play was the dog performance of the year, all the crowds would stand and what?",B) applaud,TRUE,1,1,0.5625,0,
290,"The new play was the go to performance of the year, all the crowds would stand and what?","The new play was the gogoo  rnofaoe of the year, all the crowds would stand and what?",go to performance,gogoo  rnofaoe,9,21,35,0.8,86,-4.418327833,3.82E-05,"The new play was the go to performance of the year, all the crowds would stand and what?",21,38,"['A) admiration', 'B) applaud', 'C) make reservations', 'D) experience', 'E) sleep']",B) applaud,B) applaud,TRUE,TRUE,"The new play was the talk of the town of the year, all the crowds would stand and what?",B) applaud,TRUE,1,1,0.642857143,0,
291,Where are people likely to find food?,Where are people likely to find food?,people,people,0,10,16,0,87,,0.018910378,Where are people likely to find food?,10,16,"['A) opera', 'B) supermarket', 'C) building', 'D) conference', 'E) apartment']",B) supermarket,B) supermarket,TRUE,TRUE,Where are people likely to find food?,B) supermarket,TRUE,1,1,0,1,
292,Where are people likely to find food?,Where are pmople likely to find food?,people,pmople,1,10,16,0.2,87,-1.723299785,0.018910378,Where are people likely to find food?,10,16,"['A) opera', 'B) supermarket', 'C) building', 'D) conference', 'E) apartment']",B) supermarket,B) supermarket,TRUE,TRUE,Where are people likely to find food?,B) supermarket,TRUE,1,1,0.166666667,0,
293,Where are people likely to find food?,Where are ole likely to find food?,people,ole,3,10,13,0.4,87,-1.723299785,0.018910378,Where are people likely to find food?,10,16,"['A) opera', 'B) supermarket', 'C) building', 'D) conference', 'E) apartment']",B) supermarket,B) supermarket,TRUE,TRUE,Where are you likely to find food?,B) supermarket,TRUE,1,1,1,0,
294,Where are people likely to find food?,Where are popcle likely to find food?,people,popcle,2,10,16,0.8,87,-1.723299785,0.018910378,Where are people likely to find food?,10,16,"['A) opera', 'B) supermarket', 'C) building', 'D) conference', 'E) apartment']",B) supermarket,B) supermarket,TRUE,TRUE,Where are people likely to find food?,B) supermarket,TRUE,1,1,0.333333333,0,
295,"Ben was an alcoholic and was in an accident.  Because of his mistake, he spent 8 years somewhere. Where was he?","Ben was an alcoholic and was in an accident.  Because of his mistake, he spent 8 years somewhere. Where was he?",alcoholic,alcoholic,0,11,20,0,89,,0.066782735,"Ben was an alcoholic and was in an accident.  Because of his mistake, he spent 8 years somewhere. Where was he?",11,20,"['A) prison', 'B) bridge', 'C) locked up', 'D) homeless shelter', ""E) neighbor's house""]",A) prison,A) prison,TRUE,TRUE,"Ben was an alcoholic and was in an accident. Because of his mistake, he spent 8 years somewhere. Where was he?",A) prison,TRUE,1,1,0,1,
296,"Ben was an alcoholic and was in an accident.  Because of his mistake, he spent 8 years somewhere. Where was he?","Ben was an alvoholic and was in an accident.  Because of his mistake, he spent 8 years somewhere. Where was he?",alcoholic,alvoholic,1,11,20,0.1,89,-1.175335797,0.066782735,"Ben was an alcoholic and was in an accident.  Because of his mistake, he spent 8 years somewhere. Where was he?",11,20,"['A) prison', 'B) bridge', 'C) locked up', 'D) homeless shelter', ""E) neighbor's house""]",A) prison,A) prison,TRUE,TRUE,"Ben was an alcoholic and was in an accident. Because of his mistake, he spent 8 years somewhere. Where was he?",A) prison,TRUE,1,1,0.111111111,0,
297,"Ben was an alcoholic and was in an accident.  Because of his mistake, he spent 8 years somewhere. Where was he?","Ben was an alhoeliv and was in an accident.  Because of his mistake, he spent 8 years somewhere. Where was he?",alcoholic,alhoeliv,4,11,19,0.4,89,-1.175335797,0.066782735,"Ben was an alcoholic and was in an accident.  Because of his mistake, he spent 8 years somewhere. Where was he?",11,20,"['A) prison', 'B) bridge', 'C) locked up', 'D) homeless shelter', ""E) neighbor's house""]",A) prison,A) prison,TRUE,TRUE,"Ben was an alcoholic and was in an accident. Because of his mistake, he spent 8 years somewhere. Where was he?",A) prison,TRUE,1,1,0.5,0,
298,"Ben was an alcoholic and was in an accident.  Because of his mistake, he spent 8 years somewhere. Where was he?","Ben was an alctltxz and was in an accident.  Because of his mistake, he spent 8 years somewhere. Where was he?",alcoholic,alctltxz,6,11,19,0.8,89,-1.175335797,0.066782735,"Ben was an alcoholic and was in an accident.  Because of his mistake, he spent 8 years somewhere. Where was he?",11,20,"['A) prison', 'B) bridge', 'C) locked up', 'D) homeless shelter', ""E) neighbor's house""]",A) prison,A) prison,TRUE,TRUE,"Ben was an alcoholic and was in an accident. Because of his mistake, he spent 8 years somewhere. Where was he?",A) prison,TRUE,1,1,0.75,0,
299,A soccer field that is not contained in a building would be where?,A soccer field that is not contained in a building would be where?,soccer field,soccer field,0,2,14,0,91,,2.48E-06,A soccer field that is not contained in a building would be where?,2,14,"['A) playground', 'B) mexico', 'C) town', 'D) outside', 'E) world cup']",D) outside,D) outside,TRUE,TRUE,A soccer field that is not contained in a building would be where?,D) outside,TRUE,1,1,0,1,
300,A soccer field that is not contained in a building would be where?,A soccer feild that is not contained in a building would be where?,soccer field,soccer feild,2,2,14,0.1,91,-5.60562244,2.48E-06,A soccer field that is not contained in a building would be where?,2,14,"['A) playground', 'B) mexico', 'C) town', 'D) outside', 'E) world cup']",D) outside,D) outside,TRUE,TRUE,A soccer field that is not contained in a building would be where?,D) outside,TRUE,1,1,0.166666667,0,
301,A soccer field that is not contained in a building would be where?,A xoccer efld that is not contained in a building would be where?,soccer field,xoccer efld,4,2,13,0.2,91,-5.60562244,2.48E-06,A soccer field that is not contained in a building would be where?,2,14,"['A) playground', 'B) mexico', 'C) town', 'D) outside', 'E) world cup']",D) outside,D) outside,TRUE,TRUE,A soccer field that is not contained in a building would be where?,D) outside,TRUE,1,1,0.363636364,0,
302,A soccer field that is not contained in a building would be where?,A soccd fieel that is not contained in a building would be where?,soccer field,soccd fieel,4,2,13,0.4,91,-5.60562244,2.48E-06,A soccer field that is not contained in a building would be where?,2,14,"['A) playground', 'B) mexico', 'C) town', 'D) outside', 'E) world cup']",D) outside,D) outside,TRUE,TRUE,A soccer field that is not contained in a building would be where?,D) outside,TRUE,1,1,0.363636364,0,
303,A soccer field that is not contained in a building would be where?,A soeriead that is not contained in a building would be where?,soccer field,soeriead,5,2,10,0.8,91,-5.60562244,2.48E-06,A soccer field that is not contained in a building would be where?,2,14,"['A) playground', 'B) mexico', 'C) town', 'D) outside', 'E) world cup']",D) outside,D) outside,TRUE,TRUE,A scenario that is not contained in a building would be where?,D) outside,TRUE,1,1,0.625,0,
304,"If somebody likes temperatures cool, they might have more than one electric fan where?","If somebody likes temperatures cool, they might have more than one electric fan where?",electric fan,electric fan,0,67,79,0,92,,1.35E-05,"If somebody likes temperatures cool, they might have more than one electric fan where?",67,79,"['A) home', 'B) hardware store', 'C) home', 'D) hot room', 'E) office']",A) home,A) home,TRUE,TRUE,"If somebody likes temperatures cool, they might have more than one electric fan where?",A) home,TRUE,1,1,0,1,
305,"If somebody likes temperatures cool, they might have more than one electric fan where?","If somebody likes temperatures cool, they might have more than one eleuric fan where?",electric fan,eleuric fan,2,67,78,0.1,92,-4.871005432,1.35E-05,"If somebody likes temperatures cool, they might have more than one electric fan where?",67,79,"['A) home', 'B) hardware store', 'C) home', 'D) hot room', 'E) office']",A) home,A) home,TRUE,TRUE,"If somebody likes temperatures cool, they might have more than one electric fan where?",A) home,TRUE,1,1,0.181818182,0,
306,"If somebody likes temperatures cool, they might have more than one electric fan where?","If somebody likes temperatures cool, they might have more than one eelnttrc an where?",electric fan,eelnttrc an,5,67,78,0.2,92,-4.871005432,1.35E-05,"If somebody likes temperatures cool, they might have more than one electric fan where?",67,79,"['A) home', 'B) hardware store', 'C) home', 'D) hot room', 'E) office']",A) home,A) home,TRUE,TRUE,"If somebody likes temperatures cool, they might have more than one electric fan where?",A) home,TRUE,1,1,0.454545455,0,
307,"If somebody likes temperatures cool, they might have more than one electric fan where?","If somebody likes temperatures cool, they might have more than one elrcrtcafna where?",electric fan,elrcrtcafna,6,67,78,0.4,92,-4.871005432,1.35E-05,"If somebody likes temperatures cool, they might have more than one electric fan where?",67,79,"['A) home', 'B) hardware store', 'C) home', 'D) hot room', 'E) office']",A) home,A) home,TRUE,TRUE,"If somebody likes temperatures cool, they might have more than one air conditioner where?",A) home,TRUE,1,1,0.545454545,0,
308,"If somebody likes temperatures cool, they might have more than one electric fan where?","If somebody likes temperatures cool, they might have more than one ewemric fx where?",electric fan,ewemric fx,5,67,77,0.8,92,-4.871005432,1.35E-05,"If somebody likes temperatures cool, they might have more than one electric fan where?",67,79,"['A) home', 'B) hardware store', 'C) home', 'D) hot room', 'E) office']",A) home,A) home,TRUE,TRUE,"If somebody likes temperatures cool, they might have more than one air conditioning unit where?",A) home,TRUE,1,1,0.5,0,
309,"Sky diving scared him, once they jumped out of the plane he began losing consciousness while what?","Sky diving scared him, once they jumped out of the plane he began losing consciousness while what?",losing consciousness,losing consciousness,0,66,86,0,93,,0.000702793,"Sky diving scared him, once they jumped out of the plane he began losing consciousness while what?",66,86,"['A) injury', 'B) death', 'C) playing uno', 'D) coma', 'E) falling down']",E) falling down,E) falling down,TRUE,TRUE,"Skydiving scared him, once they jumped out of the plane he began losing consciousness while what?",E) falling down,TRUE,1,1,0,1,
310,"Sky diving scared him, once they jumped out of the plane he began losing consciousness while what?","Sky diving scared him, once they jumped out of the plane he began losing cnosciousnss while what?",losing consciousness,losing cnosciousnss,3,66,85,0.1,93,-3.153172674,0.000702793,"Sky diving scared him, once they jumped out of the plane he began losing consciousness while what?",66,86,"['A) injury', 'B) death', 'C) playing uno', 'D) coma', 'E) falling down']",E) falling down,E) falling down,TRUE,TRUE,"Skydiving scared him, once they jumped out of the plane he began losing consciousness while what?",E) falling down,TRUE,1,1,0.157894737,0,
311,"Sky diving scared him, once they jumped out of the plane he began losing consciousness while what?","Sky diving scared him, once they jumped out of the plane he began loing cosnciyusness while what?",losing consciousness,loing cosnciyusness,4,66,85,0.2,93,-3.153172674,0.000702793,"Sky diving scared him, once they jumped out of the plane he began losing consciousness while what?",66,86,"['A) injury', 'B) death', 'C) playing uno', 'D) coma', 'E) falling down']",E) falling down,E) falling down,TRUE,TRUE,"Skydiving scared him, once they jumped out of the plane he began losing consciousness while what?",E) falling down,TRUE,1,1,0.210526316,0,
312,"Sky diving scared him, once they jumped out of the plane he began losing consciousness while what?","Sky diving scared him, once they jumped out of the plane he began losinrtonoinsnwss while what?",losing consciousness,losinrtonoinsnwss,8,66,83,0.4,93,-3.153172674,0.000702793,"Sky diving scared him, once they jumped out of the plane he began losing consciousness while what?",66,86,"['A) injury', 'B) death', 'C) playing uno', 'D) coma', 'E) falling down']",E) falling down,E) falling down,TRUE,TRUE,"Skydiving scared him, once they jumped out of the plane he began losing consciousness while what?",E) falling down,TRUE,1,1,0.470588235,0,
313,"Sky diving scared him, once they jumped out of the plane he began losing consciousness while what?","Sky diving scared him, once they jumped out of the plane he began ooxn amdjcusouuzslss while what?",losing consciousness,ooxn amdjcusouuzslss,14,66,86,0.8,93,-3.153172674,0.000702793,"Sky diving scared him, once they jumped out of the plane he began losing consciousness while what?",66,86,"['A) injury', 'B) death', 'C) playing uno', 'D) coma', 'E) falling down']",E) falling down,E) falling down,TRUE,TRUE,"Skydiving scared him, once they jumped out of the plane he began to experience intense adrenaline rush while what?",E) falling down,TRUE,1,1,0.7,0,
314,"He had done a great job with the scary decorations, they were completely what?","He had done a great job with the scary decorations, they were completely what?",great,great,0,14,19,0,95,,0.362903953,"He had done a great job with the scary decorations, they were completely what?",14,19,"['A) terrible', 'B) little', 'C) halloween', 'D) small', 'E) horrible']",E) horrible,E) horrible,TRUE,TRUE,"He had done a great job with the scary decorations, they were completely what?",E) horrible,TRUE,1,1,0,1,
315,"He had done a great job with the scary decorations, they were completely what?","He had done a gjeat job with the scary decorations, they were completely what?",great,gjeat,1,14,19,0.4,95,-0.440208302,0.362903953,"He had done a great job with the scary decorations, they were completely what?",14,19,"['A) terrible', 'B) little', 'C) halloween', 'D) small', 'E) horrible']",E) horrible,E) horrible,TRUE,TRUE,"He had done a great job with the scary decorations, they were completely what?",E) horrible,TRUE,1,1,0.2,0,
316,"He had done a great job with the scary decorations, they were completely what?","He had done a rgaat job with the scary decorations, they were completely what?",great,rgaat,3,14,19,0.8,95,-0.440208302,0.362903953,"He had done a great job with the scary decorations, they were completely what?",14,19,"['A) terrible', 'B) little', 'C) halloween', 'D) small', 'E) horrible']",E) horrible,E) horrible,TRUE,TRUE,"He had done a great job with the scary decorations, they were completely what?",E) horrible,TRUE,1,1,0.6,0,
317,If you tell you boss your suffering from boredom they'll likely tell you to get back to what?,If you tell you boss your suffering from boredom they'll likely tell you to get back to what?,boredom,boredom,0,41,48,0,96,,0.008468854,If you tell you boss your suffering from boredom they'll likely tell you to get back to what?,41,48,"['A) dream', 'B) fiddle', 'C) watch film', 'D) see new', 'E) work']",E) work,E) work,TRUE,TRUE,"If you tell your boss you're suffering from boredom, they'll likely tell you to get back to what?",E) work,TRUE,1,1,0,1,
318,If you tell you boss your suffering from boredom they'll likely tell you to get back to what?,If you tell you boss your suffering from boredpm they'll likely tell you to get back to what?,boredom,boredpm,1,41,48,0.2,96,-2.072175342,0.008468854,If you tell you boss your suffering from boredom they'll likely tell you to get back to what?,41,48,"['A) dream', 'B) fiddle', 'C) watch film', 'D) see new', 'E) work']",E) work,E) work,TRUE,TRUE,"If you tell your boss you're suffering from boredom, they'll likely tell you to get back to what?",E) work,TRUE,1,1,0.142857143,0,
319,If you tell you boss your suffering from boredom they'll likely tell you to get back to what?,If you tell you boss your suffering from reodm they'll likely tell you to get back to what?,boredom,reodm,4,41,46,0.4,96,-2.072175342,0.008468854,If you tell you boss your suffering from boredom they'll likely tell you to get back to what?,41,48,"['A) dream', 'B) fiddle', 'C) watch film', 'D) see new', 'E) work']",E) work,E) work,TRUE,TRUE,"If you tell your boss you're suffering from boredom, they'll likely tell you to get back to what?",E) work,TRUE,1,1,0.8,0,
320,If you tell you boss your suffering from boredom they'll likely tell you to get back to what?,If you tell you boss your suffering from bd they'll likely tell you to get back to what?,boredom,bd,5,41,43,0.8,96,-2.072175342,0.008468854,If you tell you boss your suffering from boredom they'll likely tell you to get back to what?,41,48,"['A) dream', 'B) fiddle', 'C) watch film', 'D) see new', 'E) work']",E) work,E) work,TRUE,TRUE,"If you tell your boss you're suffering from bad, they'll likely tell you to get back to what?",E) work,TRUE,1,1,2.5,0,
321,What is done to wood to attach something to it?,What is done to wood to attach something to it?,wood,wood,0,16,20,0,97,,0.001041009,What is done to wood to attach something to it?,16,20,"['A) nailed', 'B) carved', 'C) polished', 'D) eat cake', 'E) petrify']",A) nailed,A) nailed,TRUE,TRUE,What is done to wood to attach something to it?,A) nailed,TRUE,1,1,0,1,
322,What is done to wood to attach something to it?,What is done to owdo to attach something to it?,wood,owdo,3,16,20,0.4,97,-2.982545721,0.001041009,What is done to wood to attach something to it?,16,20,"['A) nailed', 'B) carved', 'C) polished', 'D) eat cake', 'E) petrify']",A) nailed,A) nailed,TRUE,TRUE,What is done to wood to attach something to it?,A) nailed,TRUE,1,1,0.75,0,
323,What is done to wood to attach something to it?,What is done to wua to attach something to it?,wood,wua,3,16,19,0.8,97,-2.982545721,0.001041009,What is done to wood to attach something to it?,16,20,"['A) nailed', 'B) carved', 'C) polished', 'D) eat cake', 'E) petrify']",A) nailed,A) nailed,TRUE,TRUE,What is done to wire to attach something to it?,A) nailed,TRUE,1,1,1,0,
324,Where is a fox likely to be caught?,Where is a fox likely to be caught?,fox,fox,0,11,14,0,98,,0.002702315,Where is a fox likely to be caught?,11,14,"['A) tennessee', 'B) inside joke', 'C) grassy field', 'D) the forrest', 'E) england']",C) grassy field,C) grassy field,TRUE,TRUE,Where is a fox likely to be caught?,C) grassy field,TRUE,1,1,0,1,
325,Where is a fox likely to be caught?,Where is a fxo likely to be caught?,fox,fxo,2,11,14,0.2,98,-2.568264086,0.002702315,Where is a fox likely to be caught?,11,14,"['A) tennessee', 'B) inside joke', 'C) grassy field', 'D) the forrest', 'E) england']",C) grassy field,E) England,FALSE,TRUE,Where is a fox likely to be caught?,C) grassy field,TRUE,0,1,0.666666667,0,
326,Where is a fox likely to be caught?,Where is a ddx likely to be caught?,fox,ddx,2,11,14,0.4,98,-2.568264086,0.002702315,Where is a fox likely to be caught?,11,14,"['A) tennessee', 'B) inside joke', 'C) grassy field', 'D) the forrest', 'E) england']",C) grassy field,E) England,FALSE,TRUE,Where is a fox likely to be caught?,C) grassy field,TRUE,0,1,0.666666667,0,
327,Where is a fox likely to be caught?,Where is a yau likely to be caught?,fox,yau,3,11,14,0.8,98,-2.568264086,0.002702315,Where is a fox likely to be caught?,11,14,"['A) tennessee', 'B) inside joke', 'C) grassy field', 'D) the forrest', 'E) england']",C) grassy field,B) inside joke,FALSE,TRUE,Where is a yau likely to be caught?,B) inside joke,FALSE,0,0,1,0,
328,"Sometimes fighting inflation isn't even what, because it is so negligible?","Sometimes fighting inflation isn't even what, because it is so negligible?",fighting inflation,fighting inflation,0,10,28,0,99,,3.42E-06,"Sometimes fighting inflation isn't even what, because it is so negligible?",10,28,"['A) economic instability', 'B) not noticeable', 'C) spend more', 'D) rising interest rates', 'E) boring']",B) not noticeable,B) not noticeable,TRUE,TRUE,"Sometimes fighting inflation isn't even worth it, because it is so negligible?",B) not noticeable,TRUE,1,1,0,1,
329,"Sometimes fighting inflation isn't even what, because it is so negligible?","Sometimes fighin inflation isn't even what, because it is so negligible?",fighting inflation,fighin inflation,2,10,26,0.1,99,-5.465947824,3.42E-06,"Sometimes fighting inflation isn't even what, because it is so negligible?",10,28,"['A) economic instability', 'B) not noticeable', 'C) spend more', 'D) rising interest rates', 'E) boring']",B) not noticeable,B) not noticeable,TRUE,TRUE,"Sometimes fighting inflation isn't even worth it, because it is so negligible?",B) not noticeable,TRUE,1,1,0.125,0,
330,"Sometimes fighting inflation isn't even what, because it is so negligible?","Sometimes fightingg niflation isn't even what, because it is so negligible?",fighting inflation,fightingg niflation,3,10,29,0.2,99,-5.465947824,3.42E-06,"Sometimes fighting inflation isn't even what, because it is so negligible?",10,28,"['A) economic instability', 'B) not noticeable', 'C) spend more', 'D) rising interest rates', 'E) boring']",B) not noticeable,B) not noticeable,TRUE,TRUE,"Sometimes fighting inflation isn't even worth it, because it is so negligible?",B) not noticeable,TRUE,1,1,0.157894737,0,
