,OriginalQuestion,TypoQuestion,TargetWord,TypoWord,EditDistance,TargetStartIndex,TargetEndIndex,p,LogProbWord,Question,StartIndex,EndIndex,AnswerChoices,CorrectAnswer,Answer,Correct,Valid,Correct or Invalid,Original Correct,Any Typo Incorrect,Typo Change
393,Where would there be many people sitting in chair and listening to religious speech?,Where would there be many people sitting in ccair and listening to religious speech?,chair,ccair,1,44,49,0.4,0.000126117,Where would there be many people sitting in chair and listening to religious speech?,44,49,"['A) auditorium', 'B) office', 'C) synagogue', 'D) confession', 'E) church']",C) synagogue,E) church,FALSE,TRUE,0,,,
394,Where would there be many people sitting in chair and listening to religious speech?,Where would there be many people sitting in iairi and listening to religious speech?,chair,iairi,3,44,49,0.8,0.000126117,Where would there be many people sitting in chair and listening to religious speech?,44,49,"['A) auditorium', 'B) office', 'C) synagogue', 'D) confession', 'E) church']",C) synagogue,E) church,FALSE,TRUE,0,,,
395,Where is a tabby cat likely to be happiest?,Where is a tabby cat likely to be happiest?,tabby cat,tabby cat,0,11,20,0,5.12E-07,Where is a tabby cat likely to be happiest?,11,20,"['A) box', 'B) home', 'C) alley', 'D) lap', 'E) barn']",D) lap,B) home,FALSE,TRUE,0,0,1,0
396,Where is a tabby cat likely to be happiest?,Where is a tabbycat likely to be happiest?,tabby cat,tabbycat,1,11,19,0.1,5.12E-07,Where is a tabby cat likely to be happiest?,11,20,"['A) box', 'B) home', 'C) alley', 'D) lap', 'E) barn']",D) lap,B) home,FALSE,TRUE,0,,,
397,Where is a tabby cat likely to be happiest?,Where is a tabby cat likely to be happiest?,tabby cat,tabby cat,0,11,20,0.2,5.12E-07,Where is a tabby cat likely to be happiest?,11,20,"['A) box', 'B) home', 'C) alley', 'D) lap', 'E) barn']",D) lap,B) home,FALSE,TRUE,0,,,
398,Where is a tabby cat likely to be happiest?,Where is a tabyyac likely to be happiest?,tabby cat,tabyyac,4,11,18,0.4,5.12E-07,Where is a tabby cat likely to be happiest?,11,20,"['A) box', 'B) home', 'C) alley', 'D) lap', 'E) barn']",D) lap,B) home,FALSE,TRUE,0,,,
399,Where is a tabby cat likely to be happiest?,Where is a tbyz  at likely to be happiest?,tabby cat,tbyz  at,4,11,19,0.8,5.12E-07,Where is a tabby cat likely to be happiest?,11,20,"['A) box', 'B) home', 'C) alley', 'D) lap', 'E) barn']",D) lap,B) home,FALSE,TRUE,0,,,
400,East coast areas such as Florida are found where?,East coast areas such as Florida are found where?,coast,coast,0,5,10,0,0.966086447,East coast areas such as Florida are found where?,5,10,"['A) florida', 'B) denmark', 'C) united states', 'D) map', 'E) california']",C) united states,C) united states,TRUE,TRUE,1,1,0,0
401,East coast areas such as Florida are found where?,East coas areas such as Florida are found where?,coast,coas,1,5,9,0.1,0.966086447,East coast areas such as Florida are found where?,5,10,"['A) florida', 'B) denmark', 'C) united states', 'D) map', 'E) california']",C) united states,C) united states,TRUE,TRUE,1,,,
402,East coast areas such as Florida are found where?,East coas areas such as Florida are found where?,coast,coas,1,5,9,0.2,0.966086447,East coast areas such as Florida are found where?,5,10,"['A) florida', 'B) denmark', 'C) united states', 'D) map', 'E) california']",C) united states,C) united states,TRUE,TRUE,1,,,
403,East coast areas such as Florida are found where?,East crastt areas such as Florida are found where?,coast,crastt,2,5,11,0.4,0.966086447,East coast areas such as Florida are found where?,5,10,"['A) florida', 'B) denmark', 'C) united states', 'D) map', 'E) california']",C) united states,C) united states,TRUE,TRUE,1,,,
404,East coast areas such as Florida are found where?,East sft areas such as Florida are found where?,coast,sft,4,5,8,0.8,0.966086447,East coast areas such as Florida are found where?,5,10,"['A) florida', 'B) denmark', 'C) united states', 'D) map', 'E) california']",C) united states,C) united states,TRUE,TRUE,1,,,
405,"To learn must have the right book, to work efficiently what must one have?","To learn must have the right book, to work efficiently what must one have?",learn,learn,0,3,8,0,0.082093477,"To learn must have the right book, to work efficiently what must one have?",3,8,"['A) improve yourself', 'B) become knowledgeable', 'C) have tools', 'D) persistence', 'E) have more knowledge']",C) have tools,C) have tools,TRUE,TRUE,1,1,0,0
406,"To learn must have the right book, to work efficiently what must one have?","To learn must have the right book, to work efficiently what must one have?",learn,learn,0,3,8,0.1,0.082093477,"To learn must have the right book, to work efficiently what must one have?",3,8,"['A) improve yourself', 'B) become knowledgeable', 'C) have tools', 'D) persistence', 'E) have more knowledge']",C) have tools,C) have tools,TRUE,TRUE,1,,,
407,"To learn must have the right book, to work efficiently what must one have?","To learn must have the right book, to work efficiently what must one have?",learn,learn,0,3,8,0.2,0.082093477,"To learn must have the right book, to work efficiently what must one have?",3,8,"['A) improve yourself', 'B) become knowledgeable', 'C) have tools', 'D) persistence', 'E) have more knowledge']",C) have tools,C) have tools,TRUE,TRUE,1,,,
408,"To learn must have the right book, to work efficiently what must one have?","To lwnr must have the right book, to work efficiently what must one have?",learn,lwnr,3,3,7,0.4,0.082093477,"To learn must have the right book, to work efficiently what must one have?",3,8,"['A) improve yourself', 'B) become knowledgeable', 'C) have tools', 'D) persistence', 'E) have more knowledge']",C) have tools,C) have tools,TRUE,TRUE,1,,,
409,"To learn must have the right book, to work efficiently what must one have?","To leraa must have the right book, to work efficiently what must one have?",learn,leraa,3,3,8,0.8,0.082093477,"To learn must have the right book, to work efficiently what must one have?",3,8,"['A) improve yourself', 'B) become knowledgeable', 'C) have tools', 'D) persistence', 'E) have more knowledge']",C) have tools,C) have tools,TRUE,TRUE,1,,,
410,What is a mobile launching platform found in the ocean?,What is a mobile launching platform found in the ocean?,launching platform,launching platform,0,17,35,0,7.31E-08,What is a mobile launching platform found in the ocean?,17,35,"['A) launch pad', 'B) circus', 'C) aircraft carrier', 'D) large open area', 'E) space station']",C) aircraft carrier,C) aircraft carrier,TRUE,TRUE,1,1,0,0
411,What is a mobile launching platform found in the ocean?,What is a mobile oaunching pljtform found in the ocean?,launching platform,oaunching pljtform,2,17,35,0.1,7.31E-08,What is a mobile launching platform found in the ocean?,17,35,"['A) launch pad', 'B) circus', 'C) aircraft carrier', 'D) large open area', 'E) space station']",C) aircraft carrier,C) aircraft carrier,TRUE,TRUE,1,,,
412,What is a mobile launching platform found in the ocean?,What is a mobile jaunchinng platform found in the ocean?,launching platform,jaunchinng platform,2,17,36,0.2,7.31E-08,What is a mobile launching platform found in the ocean?,17,35,"['A) launch pad', 'B) circus', 'C) aircraft carrier', 'D) large open area', 'E) space station']",C) aircraft carrier,C) aircraft carrier,TRUE,TRUE,1,,,
413,What is a mobile launching platform found in the ocean?,What is a mobile lauanni patuorl found in the ocean?,launching platform,lauanni patuorl,8,17,32,0.4,7.31E-08,What is a mobile launching platform found in the ocean?,17,35,"['A) launch pad', 'B) circus', 'C) aircraft carrier', 'D) large open area', 'E) space station']",C) aircraft carrier,C) aircraft carrier,TRUE,TRUE,1,,,
414,What is a mobile launching platform found in the ocean?,What is a mobile auuiccf upyofmh found in the ocean?,launching platform,auuiccf upyofmh,14,17,32,0.8,7.31E-08,What is a mobile launching platform found in the ocean?,17,35,"['A) launch pad', 'B) circus', 'C) aircraft carrier', 'D) large open area', 'E) space station']",C) aircraft carrier,C) aircraft carrier,TRUE,TRUE,1,,,
415,There weren't potatoes but actually a snake in his what?,There weren't potatoes but actually a snake in his what?,snake,snake,0,38,43,0,0.000573322,There weren't potatoes but actually a snake in his what?,38,43,"['A) burlap sack', 'B) hot country', 'C) purse', 'D) pet shops', 'E) deep grass']",A) burlap sack,A) burlap sack,TRUE,TRUE,1,1,0,0
416,There weren't potatoes but actually a snake in his what?,There weren't potatoes but actually a snake in his what?,snake,snake,0,38,43,0.1,0.000573322,There weren't potatoes but actually a snake in his what?,38,43,"['A) burlap sack', 'B) hot country', 'C) purse', 'D) pet shops', 'E) deep grass']",A) burlap sack,A) burlap sack,TRUE,TRUE,1,,,
417,There weren't potatoes but actually a snake in his what?,There weren't potatoes but actually a sake in his what?,snake,sake,1,38,42,0.2,0.000573322,There weren't potatoes but actually a snake in his what?,38,43,"['A) burlap sack', 'B) hot country', 'C) purse', 'D) pet shops', 'E) deep grass']",A) burlap sack,A) burlap sack,TRUE,TRUE,1,,,
418,There weren't potatoes but actually a snake in his what?,There weren't potatoes but actually a naae in his what?,snake,naae,2,38,42,0.4,0.000573322,There weren't potatoes but actually a snake in his what?,38,43,"['A) burlap sack', 'B) hot country', 'C) purse', 'D) pet shops', 'E) deep grass']",A) burlap sack,A) burlap sack,TRUE,TRUE,1,,,
419,There weren't potatoes but actually a snake in his what?,There weren't potatoes but actually a ncvel in his what?,snake,ncvel,4,38,43,0.8,0.000573322,There weren't potatoes but actually a snake in his what?,38,43,"['A) burlap sack', 'B) hot country', 'C) purse', 'D) pet shops', 'E) deep grass']",A) burlap sack,A) burlap sack,TRUE,TRUE,1,,,
420,What could listening to music cause you to be?,What could listening to music cause you to be?,listening to music,listening to music,0,11,29,0,4.39E-08,What could listening to music cause you to be?,11,29,"['A) happy', 'B) smile', 'C) calm', 'D) entertainment', 'E) relaxation']",C) calm,A) happy,FALSE,TRUE,0,0,1,0
421,What could listening to music cause you to be?,What could listening to musiv cause you to be?,listening to music,listening to musiv,1,11,29,0.1,4.39E-08,What could listening to music cause you to be?,11,29,"['A) happy', 'B) smile', 'C) calm', 'D) entertainment', 'E) relaxation']",C) calm,A) happy,FALSE,TRUE,0,,,
422,What could listening to music cause you to be?,What could istenbn gto music cause you to be?,listening to music,istenbn gto music,4,11,28,0.2,4.39E-08,What could listening to music cause you to be?,11,29,"['A) happy', 'B) smile', 'C) calm', 'D) entertainment', 'E) relaxation']",C) calm,A) happy,FALSE,TRUE,0,,,
423,What could listening to music cause you to be?,What could lrftnenwm ot guric cause you to be?,listening to music,lrftnenwm ot guric,10,11,29,0.4,4.39E-08,What could listening to music cause you to be?,11,29,"['A) happy', 'B) smile', 'C) calm', 'D) entertainment', 'E) relaxation']",C) calm,B) smile,FALSE,TRUE,0,,,
424,What could listening to music cause you to be?,What could lcodnnsbg gio m uudiq cause you to be?,listening to music,lcodnnsbg gio m uudiq,12,11,32,0.8,4.39E-08,What could listening to music cause you to be?,11,29,"['A) happy', 'B) smile', 'C) calm', 'D) entertainment', 'E) relaxation']",C) calm,A) happy,FALSE,TRUE,0,,,
425,What is committing perjury likely to lead to?,What is committing perjury likely to lead to?,committing perjury,committing perjury,0,8,26,0,5.23E-07,What is committing perjury likely to lead to?,8,26,"['A) shame', 'B) arrest', 'C) embarrassment', 'D) go to jail', 'E) tension']",B) arrest,B) arrest,TRUE,TRUE,1,1,1,1
426,What is committing perjury likely to lead to?,What is committin perjury likely to lead to?,committing perjury,committin perjury,1,8,25,0.1,5.23E-07,What is committing perjury likely to lead to?,8,26,"['A) shame', 'B) arrest', 'C) embarrassment', 'D) go to jail', 'E) tension']",B) arrest,D) go to jail,FALSE,TRUE,0,,,
427,What is committing perjury likely to lead to?,What is committingprlury likely to lead to?,committing perjury,committingprlury,3,8,24,0.2,5.23E-07,What is committing perjury likely to lead to?,8,26,"['A) shame', 'B) arrest', 'C) embarrassment', 'D) go to jail', 'E) tension']",B) arrest,B) arrest,TRUE,TRUE,1,,,
428,What is committing perjury likely to lead to?,What is momitting pejruy likely to lead to?,committing perjury,momitting pejruy,5,8,24,0.4,5.23E-07,What is committing perjury likely to lead to?,8,26,"['A) shame', 'B) arrest', 'C) embarrassment', 'D) go to jail', 'E) tension']",B) arrest,B) arrest,TRUE,TRUE,1,,,
429,What is committing perjury likely to lead to?,What is coiitimnq peejuruc likely to lead to?,committing perjury,coiitimnq peejuruc,8,8,26,0.8,5.23E-07,What is committing perjury likely to lead to?,8,26,"['A) shame', 'B) arrest', 'C) embarrassment', 'D) go to jail', 'E) tension']",B) arrest,C) embarrassment,FALSE,TRUE,0,,,
430,"The new play was the go to performance of the year, all the crowds would stand and what?","The new play was the go to performance of the year, all the crowds would stand and what?",go to performance,go to performance,0,21,38,0,3.82E-05,"The new play was the go to performance of the year, all the crowds would stand and what?",21,38,"['A) admiration', 'B) applaud', 'C) make reservations', 'D) experience', 'E) sleep']",B) applaud,B) applaud,TRUE,TRUE,1,1,0,0
431,"The new play was the go to performance of the year, all the crowds would stand and what?","The new play was the go to pgrfrmace of the year, all the crowds would stand and what?",go to performance,go to pgrfrmace,3,21,36,0.1,3.82E-05,"The new play was the go to performance of the year, all the crowds would stand and what?",21,38,"['A) admiration', 'B) applaud', 'C) make reservations', 'D) experience', 'E) sleep']",B) applaud,B) applaud,TRUE,TRUE,1,,,
432,"The new play was the go to performance of the year, all the crowds would stand and what?","The new play was the gcto prorapnce of the year, all the crowds would stand and what?",go to performance,gcto prorapnce,6,21,35,0.2,3.82E-05,"The new play was the go to performance of the year, all the crowds would stand and what?",21,38,"['A) admiration', 'B) applaud', 'C) make reservations', 'D) experience', 'E) sleep']",B) applaud,B) applaud,TRUE,TRUE,1,,,
433,"The new play was the go to performance of the year, all the crowds would stand and what?","The new play was the gro  perocysncca of the year, all the crowds would stand and what?",go to performance,gro  perocysncca,9,21,37,0.4,3.82E-05,"The new play was the go to performance of the year, all the crowds would stand and what?",21,38,"['A) admiration', 'B) applaud', 'C) make reservations', 'D) experience', 'E) sleep']",B) applaud,B) applaud,TRUE,TRUE,1,,,
434,"The new play was the go to performance of the year, all the crowds would stand and what?","The new play was the f tsz pgfrryrnxt of the year, all the crowds would stand and what?",go to performance,f tsz pgfrryrnxt,11,21,37,0.8,3.82E-05,"The new play was the go to performance of the year, all the crowds would stand and what?",21,38,"['A) admiration', 'B) applaud', 'C) make reservations', 'D) experience', 'E) sleep']",B) applaud,B) applaud,TRUE,TRUE,1,,,
435,Where are people likely to find food?,Where are people likely to find food?,people,people,0,10,16,0,0.018910378,Where are people likely to find food?,10,16,"['A) opera', 'B) supermarket', 'C) building', 'D) conference', 'E) apartment']",B) supermarket,B) supermarket,TRUE,TRUE,1,1,0,0
436,Where are people likely to find food?,Where are people likely to find food?,people,people,0,10,16,0.1,0.018910378,Where are people likely to find food?,10,16,"['A) opera', 'B) supermarket', 'C) building', 'D) conference', 'E) apartment']",B) supermarket,B) supermarket,TRUE,TRUE,1,,,
437,Where are people likely to find food?,Where are phopxe likely to find food?,people,phopxe,2,10,16,0.2,0.018910378,Where are people likely to find food?,10,16,"['A) opera', 'B) supermarket', 'C) building', 'D) conference', 'E) apartment']",B) supermarket,B) supermarket,TRUE,TRUE,1,,,
438,Where are people likely to find food?,Where are ppm likely to find food?,people,ppm,4,10,13,0.4,0.018910378,Where are people likely to find food?,10,16,"['A) opera', 'B) supermarket', 'C) building', 'D) conference', 'E) apartment']",B) supermarket,B) supermarket,TRUE,TRUE,1,,,
439,Where are people likely to find food?,Where are csoozl likely to find food?,people,csoozl,5,10,16,0.8,0.018910378,Where are people likely to find food?,10,16,"['A) opera', 'B) supermarket', 'C) building', 'D) conference', 'E) apartment']",B) supermarket,B) supermarket,TRUE,TRUE,1,,,
440,What is a person who is well educated?,What is a person who is well educated?,person,person,0,10,16,0,0.134173155,What is a person who is well educated?,10,16,"['A) illiterate', 'B) knowledgable', 'C) own house', 'D) have enough food', 'E) meet expectations']",B) knowledgable,B) knowledgeable,FALSE,TRUE,0,0,1,0
441,What is a person who is well educated?,What is a persoon who is well educated?,person,persoon,1,10,17,0.1,0.134173155,What is a person who is well educated?,10,16,"['A) illiterate', 'B) knowledgable', 'C) own house', 'D) have enough food', 'E) meet expectations']",B) knowledgable,B) knowledgeable,FALSE,TRUE,0,,,
442,What is a person who is well educated?,What is a person who is well educated?,person,person,0,10,16,0.2,0.134173155,What is a person who is well educated?,10,16,"['A) illiterate', 'B) knowledgable', 'C) own house', 'D) have enough food', 'E) meet expectations']",B) knowledgable,B) knowledgeable,FALSE,TRUE,0,,,
443,What is a person who is well educated?,What is a pfvsswn who is well educated?,person,pfvsswn,4,10,17,0.4,0.134173155,What is a person who is well educated?,10,16,"['A) illiterate', 'B) knowledgable', 'C) own house', 'D) have enough food', 'E) meet expectations']",B) knowledgable,B) knowledgeable,FALSE,TRUE,0,,,
444,What is a person who is well educated?,What is a ecnsoonn who is well educated?,person,ecnsoonn,5,10,18,0.8,0.134173155,What is a person who is well educated?,10,16,"['A) illiterate', 'B) knowledgable', 'C) own house', 'D) have enough food', 'E) meet expectations']",B) knowledgable,B) knowledgeable,FALSE,TRUE,0,,,
445,"Ben was an alcoholic and was in an accident.  Because of his mistake, he spent 8 years somewhere. Where was he?","Ben was an alcoholic and was in an accident.  Because of his mistake, he spent 8 years somewhere. Where was he?",alcoholic,alcoholic,0,11,20,0,0.066782735,"Ben was an alcoholic and was in an accident.  Because of his mistake, he spent 8 years somewhere. Where was he?",11,20,"['A) prison', 'B) bridge', 'C) locked up', 'D) homeless shelter', ""E) neighbor's house""]",A) prison,A) prison,TRUE,TRUE,1,1,0,0
446,"Ben was an alcoholic and was in an accident.  Because of his mistake, he spent 8 years somewhere. Where was he?","Ben was an alcohoic and was in an accident.  Because of his mistake, he spent 8 years somewhere. Where was he?",alcoholic,alcohoic,1,11,19,0.1,0.066782735,"Ben was an alcoholic and was in an accident.  Because of his mistake, he spent 8 years somewhere. Where was he?",11,20,"['A) prison', 'B) bridge', 'C) locked up', 'D) homeless shelter', ""E) neighbor's house""]",A) prison,A) prison,TRUE,TRUE,1,,,
447,"Ben was an alcoholic and was in an accident.  Because of his mistake, he spent 8 years somewhere. Where was he?","Ben was an alcoholic and was in an accident.  Because of his mistake, he spent 8 years somewhere. Where was he?",alcoholic,alcoholic,0,11,20,0.2,0.066782735,"Ben was an alcoholic and was in an accident.  Because of his mistake, he spent 8 years somewhere. Where was he?",11,20,"['A) prison', 'B) bridge', 'C) locked up', 'D) homeless shelter', ""E) neighbor's house""]",A) prison,A) prison,TRUE,TRUE,1,,,
448,"Ben was an alcoholic and was in an accident.  Because of his mistake, he spent 8 years somewhere. Where was he?","Ben was an mvcboolic and was in an accident.  Because of his mistake, he spent 8 years somewhere. Where was he?",alcoholic,mvcboolic,4,11,20,0.4,0.066782735,"Ben was an alcoholic and was in an accident.  Because of his mistake, he spent 8 years somewhere. Where was he?",11,20,"['A) prison', 'B) bridge', 'C) locked up', 'D) homeless shelter', ""E) neighbor's house""]",A) prison,A) prison,TRUE,TRUE,1,,,
449,"Ben was an alcoholic and was in an accident.  Because of his mistake, he spent 8 years somewhere. Where was he?","Ben was an alacler and was in an accident.  Because of his mistake, he spent 8 years somewhere. Where was he?",alcoholic,alacler,6,11,18,0.8,0.066782735,"Ben was an alcoholic and was in an accident.  Because of his mistake, he spent 8 years somewhere. Where was he?",11,20,"['A) prison', 'B) bridge', 'C) locked up', 'D) homeless shelter', ""E) neighbor's house""]",A) prison,A) prison,TRUE,TRUE,1,,,
450,Where do you buy tickets at a ticket booth for games/,Where do you buy tickets at a ticket booth for games/,ticket booth,ticket booth,0,30,42,0,0.000209546,Where do you buy tickets at a ticket booth for games/,30,42,"['A) train station', 'B) cathedral', 'C) metro station', 'D) fairgrounds', 'E) amusement park']",D) fairgrounds,E) amusement park,FALSE,TRUE,0,0,1,0
451,Where do you buy tickets at a ticket booth for games/,Where do you buy tickets at a ticket booth for games/,ticket booth,ticket booth,0,30,42,0.1,0.000209546,Where do you buy tickets at a ticket booth for games/,30,42,"['A) train station', 'B) cathedral', 'C) metro station', 'D) fairgrounds', 'E) amusement park']",D) fairgrounds,E) amusement park,FALSE,TRUE,0,,,
452,Where do you buy tickets at a ticket booth for games/,Where do you buy tickets at a tickdt bnth for games/,ticket booth,tickdt bnth,3,30,41,0.2,0.000209546,Where do you buy tickets at a ticket booth for games/,30,42,"['A) train station', 'B) cathedral', 'C) metro station', 'D) fairgrounds', 'E) amusement park']",D) fairgrounds,E) amusement park,FALSE,TRUE,0,,,
453,Where do you buy tickets at a ticket booth for games/,Where do you buy tickets at a icket booth for games/,ticket booth,icket booth,1,30,41,0.4,0.000209546,Where do you buy tickets at a ticket booth for games/,30,42,"['A) train station', 'B) cathedral', 'C) metro station', 'D) fairgrounds', 'E) amusement park']",D) fairgrounds,E) amusement park,FALSE,TRUE,0,,,
454,Where do you buy tickets at a ticket booth for games/,Where do you buy tickets at a rte yboo for games/,ticket booth,rte yboo,8,30,38,0.8,0.000209546,Where do you buy tickets at a ticket booth for games/,30,42,"['A) train station', 'B) cathedral', 'C) metro station', 'D) fairgrounds', 'E) amusement park']",D) fairgrounds,E) amusement park,FALSE,TRUE,0,,,
455,A soccer field that is not contained in a building would be where?,A soccer field that is not contained in a building would be where?,soccer field,soccer field,0,2,14,0,2.48E-06,A soccer field that is not contained in a building would be where?,2,14,"['A) playground', 'B) mexico', 'C) town', 'D) outside', 'E) world cup']",D) outside,D) outside,TRUE,TRUE,1,1,1,1
456,A soccer field that is not contained in a building would be where?,A soccer field that is not contained in a building would be where?,soccer field,soccer field,0,2,14,0.1,2.48E-06,A soccer field that is not contained in a building would be where?,2,14,"['A) playground', 'B) mexico', 'C) town', 'D) outside', 'E) world cup']",D) outside,D) outside,TRUE,TRUE,1,,,
457,A soccer field that is not contained in a building would be where?,A succer ield that is not contained in a building would be where?,soccer field,succer ield,2,2,13,0.2,2.48E-06,A soccer field that is not contained in a building would be where?,2,14,"['A) playground', 'B) mexico', 'C) town', 'D) outside', 'E) world cup']",D) outside,D) outside,TRUE,TRUE,1,,,
458,A soccer field that is not contained in a building would be where?,A soccmr  fiisd that is not contained in a building would be where?,soccer field,soccmr  fiisd,4,2,15,0.4,2.48E-06,A soccer field that is not contained in a building would be where?,2,14,"['A) playground', 'B) mexico', 'C) town', 'D) outside', 'E) world cup']",D) outside,A) playground,FALSE,TRUE,0,,,
459,A soccer field that is not contained in a building would be where?,A us lwn that is not contained in a building would be where?,soccer field,us lwn,11,2,8,0.8,2.48E-06,A soccer field that is not contained in a building would be where?,2,14,"['A) playground', 'B) mexico', 'C) town', 'D) outside', 'E) world cup']",D) outside,D) outside,TRUE,TRUE,1,,,
460,"If somebody likes temperatures cool, they might have more than one electric fan where?","If somebody likes temperatures cool, they might have more than one electric fan where?",electric fan,electric fan,0,67,79,0,1.35E-05,"If somebody likes temperatures cool, they might have more than one electric fan where?",67,79,"['A) home', 'B) hardware store', 'C) home', 'D) hot room', 'E) office']",A) home,A) home,TRUE,TRUE,1,1,0,0
461,"If somebody likes temperatures cool, they might have more than one electric fan where?","If somebody likes temperatures cool, they might have more than one elecctric fan where?",electric fan,elecctric fan,1,67,80,0.1,1.35E-05,"If somebody likes temperatures cool, they might have more than one electric fan where?",67,79,"['A) home', 'B) hardware store', 'C) home', 'D) hot room', 'E) office']",A) home,A) home,TRUE,TRUE,1,,,
462,"If somebody likes temperatures cool, they might have more than one electric fan where?","If somebody likes temperatures cool, they might have more than one wgectric fan where?",electric fan,wgectric fan,2,67,79,0.2,1.35E-05,"If somebody likes temperatures cool, they might have more than one electric fan where?",67,79,"['A) home', 'B) hardware store', 'C) home', 'D) hot room', 'E) office']",A) home,A) home,TRUE,TRUE,1,,,
463,"If somebody likes temperatures cool, they might have more than one electric fan where?","If somebody likes temperatures cool, they might have more than one eecrticfan where?",electric fan,eecrticfan,4,67,77,0.4,1.35E-05,"If somebody likes temperatures cool, they might have more than one electric fan where?",67,79,"['A) home', 'B) hardware store', 'C) home', 'D) hot room', 'E) office']",A) home,A) home,TRUE,TRUE,1,,,
464,"If somebody likes temperatures cool, they might have more than one electric fan where?","If somebody likes temperatures cool, they might have more than one bkejfrrokffaad where?",electric fan,bkejfrrokffaad,10,67,81,0.8,1.35E-05,"If somebody likes temperatures cool, they might have more than one electric fan where?",67,79,"['A) home', 'B) hardware store', 'C) home', 'D) hot room', 'E) office']",A) home,A) home,TRUE,TRUE,1,,,
465,"Sky diving scared him, once they jumped out of the plane he began losing consciousness while what?","Sky diving scared him, once they jumped out of the plane he began losing consciousness while what?",losing consciousness,losing consciousness,0,66,86,0,0.000702793,"Sky diving scared him, once they jumped out of the plane he began losing consciousness while what?",66,86,"['A) injury', 'B) death', 'C) playing uno', 'D) coma', 'E) falling down']",E) falling down,E) falling down,TRUE,TRUE,1,1,0,0
466,"Sky diving scared him, once they jumped out of the plane he began losing consciousness while what?","Sky diving scared him, once they jumped out of the plane he began losing consciosnuss while what?",losing consciousness,losing consciosnuss,2,66,85,0.1,0.000702793,"Sky diving scared him, once they jumped out of the plane he began losing consciousness while what?",66,86,"['A) injury', 'B) death', 'C) playing uno', 'D) coma', 'E) falling down']",E) falling down,E) falling down,TRUE,TRUE,1,,,
467,"Sky diving scared him, once they jumped out of the plane he began losing consciousness while what?","Sky diving scared him, once they jumped out of the plane he began losgi xonscvoufness while what?",losing consciousness,losgi xonscvoufness,6,66,85,0.2,0.000702793,"Sky diving scared him, once they jumped out of the plane he began losing consciousness while what?",66,86,"['A) injury', 'B) death', 'C) playing uno', 'D) coma', 'E) falling down']",E) falling down,E) falling down,TRUE,TRUE,1,,,
468,"Sky diving scared him, once they jumped out of the plane he began losing consciousness while what?","Sky diving scared him, once they jumped out of the plane he began osiy gonscoiusnses while what?",losing consciousness,osiy gonscoiusnses,8,66,84,0.4,0.000702793,"Sky diving scared him, once they jumped out of the plane he began losing consciousness while what?",66,86,"['A) injury', 'B) death', 'C) playing uno', 'D) coma', 'E) falling down']",E) falling down,E) falling down,TRUE,TRUE,1,,,
469,"Sky diving scared him, once they jumped out of the plane he began losing consciousness while what?","Sky diving scared him, once they jumped out of the plane he began otiwvaewusgss while what?",losing consciousness,otiwvaewusgss,14,66,79,0.8,0.000702793,"Sky diving scared him, once they jumped out of the plane he began losing consciousness while what?",66,86,"['A) injury', 'B) death', 'C) playing uno', 'D) coma', 'E) falling down']",E) falling down,E) falling down,TRUE,TRUE,1,,,
470,"The president had to make a decision regarding the hate attack on his country, what did he do?","The president had to make a decision regarding the hate attack on his country, what did he do?",hate,hate,0,51,55,0,1.87E-05,"The president had to make a decision regarding the hate attack on his country, what did he do?",51,55,"['A) wage war', 'B) fight enemy', 'C) kill', 'D) destroy enemy', 'E) attacked his country']",A) wage war,A) wage war,TRUE,TRUE,1,1,0,0
471,"The president had to make a decision regarding the hate attack on his country, what did he do?","The president had to make a decision regarding the hate attack on his country, what did he do?",hate,hate,0,51,55,0.1,1.87E-05,"The president had to make a decision regarding the hate attack on his country, what did he do?",51,55,"['A) wage war', 'B) fight enemy', 'C) kill', 'D) destroy enemy', 'E) attacked his country']",A) wage war,A) wage war,TRUE,TRUE,1,,,
472,"The president had to make a decision regarding the hate attack on his country, what did he do?","The president had to make a decision regarding the hate attack on his country, what did he do?",hate,hate,0,51,55,0.2,1.87E-05,"The president had to make a decision regarding the hate attack on his country, what did he do?",51,55,"['A) wage war', 'B) fight enemy', 'C) kill', 'D) destroy enemy', 'E) attacked his country']",A) wage war,A) wage war,TRUE,TRUE,1,,,
473,"The president had to make a decision regarding the hate attack on his country, what did he do?","The president had to make a decision regarding the htve attack on his country, what did he do?",hate,htve,2,51,55,0.4,1.87E-05,"The president had to make a decision regarding the hate attack on his country, what did he do?",51,55,"['A) wage war', 'B) fight enemy', 'C) kill', 'D) destroy enemy', 'E) attacked his country']",A) wage war,A) wage war,TRUE,TRUE,1,,,
474,"The president had to make a decision regarding the hate attack on his country, what did he do?","The president had to make a decision regarding the qabe attack on his country, what did he do?",hate,qabe,2,51,55,0.8,1.87E-05,"The president had to make a decision regarding the hate attack on his country, what did he do?",51,55,"['A) wage war', 'B) fight enemy', 'C) kill', 'D) destroy enemy', 'E) attacked his country']",A) wage war,A) wage war,TRUE,TRUE,1,,,
475,"He had done a great job with the scary decorations, they were completely what?","He had done a great job with the scary decorations, they were completely what?",great,great,0,14,19,0,0.362903953,"He had done a great job with the scary decorations, they were completely what?",14,19,"['A) terrible', 'B) little', 'C) halloween', 'D) small', 'E) horrible']",E) horrible,C) halloween,FALSE,TRUE,0,0,1,0
