,OriginalQuestion,TypoQuestion,TargetWord,TypoWord,EditDistance,TargetStartIndex,TargetEndIndex,p,LogProbWord,Question,StartIndex,EndIndex,AnswerChoices,CorrectAnswer,Answer,Correct,Valid,CorrectedQuestion,CorrectedAnswer,CorrectedCorrect
191,Where would you see some people doing jumping jacks?,Where would you see some peolpe doing jumping jacks?,people,peolpe,2,25,31,0.5,0.11465125530958176,Where would you see some people doing jumping jacks?,25,31,"['A) military base', 'B) opera', 'C) water fountain', 'D) bus stop', 'E) church']",A) military base,A) military base,True,True,Where would you see some people doing jumping jacks?,A) military base,True
192,"The body guard was good at his duties, he made the person who hired him what?","The body guard was good at his duties, he made the person who hired him what?",person,person,0,51,57,0.0,0.10152735561132431,"The body guard was good at his duties, he made the person who hired him what?",51,57,"['A) better job', 'B) irritated', 'C) feel safe', 'D) save money', 'E) headache']",C) feel safe,C) feel safe,True,True,"The bodyguard was good at his duties, he made the person who hired him what?",C) feel safe,True
193,"The body guard was good at his duties, he made the person who hired him what?","The body guard was good at his duties, he made the lersno who hired him what?",person,lersno,3,51,57,0.1,0.10152735561132431,"The body guard was good at his duties, he made the person who hired him what?",51,57,"['A) better job', 'B) irritated', 'C) feel safe', 'D) save money', 'E) headache']",C) feel safe,C) feel safe,True,True,"The bodyguard was good at his duties, he made the person who hired him what?",C) feel safe,True
194,"The body guard was good at his duties, he made the person who hired him what?","The body guard was good at his duties, he made the peron who hired him what?",person,peron,1,51,56,0.2,0.10152735561132431,"The body guard was good at his duties, he made the person who hired him what?",51,57,"['A) better job', 'B) irritated', 'C) feel safe', 'D) save money', 'E) headache']",C) feel safe,C) feel safe,True,True,"The bodyguard was good at his duties, he made the person who hired him what?",C) feel safe,True
195,"The body guard was good at his duties, he made the person who hired him what?","The body guard was good at his duties, he made the xsscn who hired him what?",person,xsscn,4,51,56,0.3,0.10152735561132431,"The body guard was good at his duties, he made the person who hired him what?",51,57,"['A) better job', 'B) irritated', 'C) feel safe', 'D) save money', 'E) headache']",C) feel safe,C) feel safe,True,True,"The bodyguard was good at his duties, he made the person who hired him what?",C) feel safe,True
196,"The body guard was good at his duties, he made the person who hired him what?","The body guard was good at his duties, he made the perroan who hired him what?",person,perroan,2,51,58,0.4,0.10152735561132431,"The body guard was good at his duties, he made the person who hired him what?",51,57,"['A) better job', 'B) irritated', 'C) feel safe', 'D) save money', 'E) headache']",C) feel safe,C) feel safe,True,True,"The bodyguard was good at his duties, he made the person who hired him what?",C) feel safe,True
197,"The body guard was good at his duties, he made the person who hired him what?","The body guard was good at his duties, he made the orhsno who hired him what?",person,orhsno,5,51,57,0.5,0.10152735561132431,"The body guard was good at his duties, he made the person who hired him what?",51,57,"['A) better job', 'B) irritated', 'C) feel safe', 'D) save money', 'E) headache']",C) feel safe,C) feel safe,True,True,"The bodyguard was good at his duties, he made the person who hired him what?",C) feel safe,True
198,Where is there usually a fiddle playing?,Where is there usually a fiddle playing?,fiddle,fiddle,0,25,31,0.0,0.0005004986305721104,Where is there usually a fiddle playing?,25,31,"['A) music store', 'B) dance hall', 'C) orchestra', 'D) symphony', 'E) tennessee']",C) orchestra,B) dance hall,False,True,Where is there usually a fiddle playing?,B) dance hall,False
199,Where is there usually a fiddle playing?,Where is there usually a fiddle playing?,fiddle,fiddle,0,25,31,0.1,0.0005004986305721104,Where is there usually a fiddle playing?,25,31,"['A) music store', 'B) dance hall', 'C) orchestra', 'D) symphony', 'E) tennessee']",C) orchestra,B) dance hall,False,True,Where is there usually a fiddle playing?,B) dance hall,False
200,Where is there usually a fiddle playing?,Where is there usually a fiddlh playing?,fiddle,fiddlh,1,25,31,0.2,0.0005004986305721104,Where is there usually a fiddle playing?,25,31,"['A) music store', 'B) dance hall', 'C) orchestra', 'D) symphony', 'E) tennessee']",C) orchestra,B) dance hall,False,True,Where is there usually a fiddle playing?,B) dance hall,False
201,Where is there usually a fiddle playing?,Where is there usually a ifddlc playing?,fiddle,ifddlc,3,25,31,0.3,0.0005004986305721104,Where is there usually a fiddle playing?,25,31,"['A) music store', 'B) dance hall', 'C) orchestra', 'D) symphony', 'E) tennessee']",C) orchestra,B) dance hall,False,True,Where is there usually a fiddle playing?,B) dance hall,False
202,Where is there usually a fiddle playing?,Where is there usually a fiddlle playing?,fiddle,fiddlle,1,25,32,0.4,0.0005004986305721104,Where is there usually a fiddle playing?,25,31,"['A) music store', 'B) dance hall', 'C) orchestra', 'D) symphony', 'E) tennessee']",C) orchestra,B) dance hall,False,True,Where is there usually a fiddle playing?,B) dance hall,False
203,Where is there usually a fiddle playing?,Where is there usually a fiddle playing?,fiddle,fiddle,0,25,31,0.5,0.0005004986305721104,Where is there usually a fiddle playing?,25,31,"['A) music store', 'B) dance hall', 'C) orchestra', 'D) symphony', 'E) tennessee']",C) orchestra,B) dance hall,False,True,Where is there usually a fiddle playing?,B) dance hall,False
204,What is a grumpy person likely to have?,What is a grumpy person likely to have?,person,person,0,17,23,0.0,0.06370686739683151,What is a grumpy person likely to have?,17,23,"['A) headache', 'B) understand themselves', 'C) compliments', 'D) own house', 'E) happiness']",A) headache,A) headache,True,True,What is a grumpy person likely to have?,A) headache,True
205,What is a grumpy person likely to have?,What is a grumpy pzrmo likely to have?,person,pzrmo,3,17,22,0.1,0.06370686739683151,What is a grumpy person likely to have?,17,23,"['A) headache', 'B) understand themselves', 'C) compliments', 'D) own house', 'E) happiness']",A) headache,A) headache,True,True,What is a grumpy person likely to have?,A) headache,True
206,What is a grumpy person likely to have?,What is a grumpy slrson likely to have?,person,slrson,2,17,23,0.2,0.06370686739683151,What is a grumpy person likely to have?,17,23,"['A) headache', 'B) understand themselves', 'C) compliments', 'D) own house', 'E) happiness']",A) headache,A) headache,True,True,What is a grumpy person likely to have?,A) headache,True
207,What is a grumpy person likely to have?,What is a grumpy weerion likely to have?,person,weerion,3,17,24,0.3,0.06370686739683151,What is a grumpy person likely to have?,17,23,"['A) headache', 'B) understand themselves', 'C) compliments', 'D) own house', 'E) happiness']",A) headache,A) headache,True,True,What is a grumpy person likely to have?,A) headache,True
208,What is a grumpy person likely to have?,What is a grumpy pesen likely to have?,person,pesen,2,17,22,0.4,0.06370686739683151,What is a grumpy person likely to have?,17,23,"['A) headache', 'B) understand themselves', 'C) compliments', 'D) own house', 'E) happiness']",A) headache,A) headache,True,True,What is a grumpy person likely to have?,A) headache,True
209,What is a grumpy person likely to have?,What is a grumpy pperson likely to have?,person,pperson,1,17,24,0.5,0.06370686739683151,What is a grumpy person likely to have?,17,23,"['A) headache', 'B) understand themselves', 'C) compliments', 'D) own house', 'E) happiness']",A) headache,A) headache,True,True,What is a grumpy person likely to have?,A) headache,True
210,What do drugs do?,What do drugs do?,drugs,drugs,0,8,13,0.0,9.284668180953304e-07,What do drugs do?,8,13,"['A) damage', 'B) cloud mind', 'C) lower i.q', 'D) cause illness', 'E) cause accidents']",E) cause accidents,All of the above.,False,False,What do drugs do?,All of the above.,False
211,What do drugs do?,What do drugt do?,drugs,drugt,1,8,13,0.1,9.284668180953304e-07,What do drugs do?,8,13,"['A) damage', 'B) cloud mind', 'C) lower i.q', 'D) cause illness', 'E) cause accidents']",E) cause accidents,All of the above.,False,False,What do drugs do?,A) damage,False
212,What do drugs do?,What do dugs do?,drugs,dugs,1,8,12,0.2,9.284668180953304e-07,What do drugs do?,8,13,"['A) damage', 'B) cloud mind', 'C) lower i.q', 'D) cause illness', 'E) cause accidents']",E) cause accidents,"It seems like there might be a typo in the question. Did you mean ""drugs"" instead of ""dugs""?",False,False,What do drugs do?,All of the above.,False
213,What do drugs do?,What do druss do?,drugs,druss,1,8,13,0.3,9.284668180953304e-07,What do drugs do?,8,13,"['A) damage', 'B) cloud mind', 'C) lower i.q', 'D) cause illness', 'E) cause accidents']",E) cause accidents,A) damage,False,True,What do drugs do?,All of the above.,False
214,What do drugs do?,What do dtsj do?,drugs,dtsj,4,8,12,0.4,9.284668180953304e-07,What do drugs do?,8,13,"['A) damage', 'B) cloud mind', 'C) lower i.q', 'D) cause illness', 'E) cause accidents']",E) cause accidents,"I'm not familiar with the acronym ""dtsj."" Could you please provide more context or clarify the meaning?",False,False,What do cats do?,A) damage,False
215,What do drugs do?,What do ddugs do?,drugs,ddugs,1,8,13,0.5,9.284668180953304e-07,What do drugs do?,8,13,"['A) damage', 'B) cloud mind', 'C) lower i.q', 'D) cause illness', 'E) cause accidents']",E) cause accidents,"It seems like there might be a typo in the question. Did you mean ""drugs"" instead of ""ddugs""?",False,False,What do drugs do?,All of the above.,False
216,A beaver can destroy a machines functionality if they build their dam in this?,A beaver can destroy a machines functionality if they build their dam in this?,beaver,beaver,0,2,8,0.0,0.0001985799754038453,A beaver can destroy a machines functionality if they build their dam in this?,2,8,"['A) strip club', 'B) pocket', 'C) millpond', 'D) ontario', 'E) lake or river']",C) millpond,C) millpond,True,True,A beaver can destroy a machine's functionality if they build their dam in this?,C) millpond,True
217,A beaver can destroy a machines functionality if they build their dam in this?,A beaver can destroy a machines functionality if they build their dam in this?,beaver,beaver,0,2,8,0.1,0.0001985799754038453,A beaver can destroy a machines functionality if they build their dam in this?,2,8,"['A) strip club', 'B) pocket', 'C) millpond', 'D) ontario', 'E) lake or river']",C) millpond,C) millpond,True,True,A beaver can destroy a machine's functionality if they build their dam in this?,C) millpond,True
218,A beaver can destroy a machines functionality if they build their dam in this?,A beaver can destroy a machines functionality if they build their dam in this?,beaver,beaver,0,2,8,0.2,0.0001985799754038453,A beaver can destroy a machines functionality if they build their dam in this?,2,8,"['A) strip club', 'B) pocket', 'C) millpond', 'D) ontario', 'E) lake or river']",C) millpond,C) millpond,True,True,A beaver can destroy a machine's functionality if they build their dam in this?,C) millpond,True
219,A beaver can destroy a machines functionality if they build their dam in this?,A daveer can destroy a machines functionality if they build their dam in this?,beaver,daveer,3,2,8,0.3,0.0001985799754038453,A beaver can destroy a machines functionality if they build their dam in this?,2,8,"['A) strip club', 'B) pocket', 'C) millpond', 'D) ontario', 'E) lake or river']",C) millpond,E) lake or river,False,True,A beaver can destroy a machine's functionality if they build their dam in this?,C) millpond,True
220,A beaver can destroy a machines functionality if they build their dam in this?,A bcavev can destroy a machines functionality if they build their dam in this?,beaver,bcavev,2,2,8,0.4,0.0001985799754038453,A beaver can destroy a machines functionality if they build their dam in this?,2,8,"['A) strip club', 'B) pocket', 'C) millpond', 'D) ontario', 'E) lake or river']",C) millpond,E) lake or river,False,True,A beaver can destroy a machine's functionality if they build their dam in this?,C) millpond,True
221,A beaver can destroy a machines functionality if they build their dam in this?,A baever can destroy a machines functionality if they build their dam in this?,beaver,baever,2,2,8,0.5,0.0001985799754038453,A beaver can destroy a machines functionality if they build their dam in this?,2,8,"['A) strip club', 'B) pocket', 'C) millpond', 'D) ontario', 'E) lake or river']",C) millpond,C) millpond,True,True,A beaver can destroy a machine's functionality if they build their dam in this?,C) millpond,True
222,"They decided to hash things out over drinks, after enough booze they were able to get close on a few things and what?","They decided to hash things out over drinks, after enough booze they were able to get close on a few things and what?",booze,booze,0,58,63,0.0,7.27727069715911e-08,"They decided to hash things out over drinks, after enough booze they were able to get close on a few things and what?",58,63,"['A) reach tentative agreement', 'B) suicide', 'C) examine thing', 'D) commit murder', 'E) stay in bed']",A) reach tentative agreement,A) reach tentative agreement,True,True,"They decided to hash things out over drinks, after enough booze they were able to get close on a few things and what?",A) reach tentative agreement,True
223,"They decided to hash things out over drinks, after enough booze they were able to get close on a few things and what?","They decided to hash things out over drinks, after enough booze they were able to get close on a few things and what?",booze,booze,0,58,63,0.1,7.27727069715911e-08,"They decided to hash things out over drinks, after enough booze they were able to get close on a few things and what?",58,63,"['A) reach tentative agreement', 'B) suicide', 'C) examine thing', 'D) commit murder', 'E) stay in bed']",A) reach tentative agreement,A) reach tentative agreement,True,True,"They decided to hash things out over drinks, after enough booze they were able to get close on a few things and what?",A) reach tentative agreement,True
224,"They decided to hash things out over drinks, after enough booze they were able to get close on a few things and what?","They decided to hash things out over drinks, after enough boze they were able to get close on a few things and what?",booze,boze,1,58,62,0.2,7.27727069715911e-08,"They decided to hash things out over drinks, after enough booze they were able to get close on a few things and what?",58,63,"['A) reach tentative agreement', 'B) suicide', 'C) examine thing', 'D) commit murder', 'E) stay in bed']",A) reach tentative agreement,A) reach tentative agreement,True,True,"They decided to hash things out over drinks, after enough booze they were able to get close on a few things and what?",A) reach tentative agreement,True
225,"They decided to hash things out over drinks, after enough booze they were able to get close on a few things and what?","They decided to hash things out over drinks, after enough booce they were able to get close on a few things and what?",booze,booce,1,58,63,0.3,7.27727069715911e-08,"They decided to hash things out over drinks, after enough booze they were able to get close on a few things and what?",58,63,"['A) reach tentative agreement', 'B) suicide', 'C) examine thing', 'D) commit murder', 'E) stay in bed']",A) reach tentative agreement,A) reach tentative agreement,True,True,"They decided to hash things out over drinks, after enough booze they were able to get close on a few things and what?",A) reach tentative agreement,True
226,"They decided to hash things out over drinks, after enough booze they were able to get close on a few things and what?","They decided to hash things out over drinks, after enough boozee they were able to get close on a few things and what?",booze,boozee,1,58,64,0.4,7.27727069715911e-08,"They decided to hash things out over drinks, after enough booze they were able to get close on a few things and what?",58,63,"['A) reach tentative agreement', 'B) suicide', 'C) examine thing', 'D) commit murder', 'E) stay in bed']",A) reach tentative agreement,A) reach tentative agreement,True,True,"They decided to hash things out over drinks, after enough booze they were able to get close on a few things and what?",A) reach tentative agreement,True
227,"They decided to hash things out over drinks, after enough booze they were able to get close on a few things and what?","They decided to hash things out over drinks, after enough bdoze they were able to get close on a few things and what?",booze,bdoze,1,58,63,0.5,7.27727069715911e-08,"They decided to hash things out over drinks, after enough booze they were able to get close on a few things and what?",58,63,"['A) reach tentative agreement', 'B) suicide', 'C) examine thing', 'D) commit murder', 'E) stay in bed']",A) reach tentative agreement,A) reach tentative agreement,True,True,"They decided to hash things out over drinks, after enough booze they were able to get close on a few things and what?",A) reach tentative agreement,True
228,Where could a fungus grow and not be disturbed by sunlight?,Where could a fungus grow and not be disturbed by sunlight?,fungus,fungus,0,14,20,0.0,0.004134591668844223,Where could a fungus grow and not be disturbed by sunlight?,14,20,"['A) under rocks', 'B) manhattan', 'C) toenails', 'D) grocery store', 'E) fallen tree']",A) under rocks,A) under rocks,True,True,Where could a fungus grow and not be disturbed by sunlight?,A) under rocks,True
229,Where could a fungus grow and not be disturbed by sunlight?,Where could a fungul grow and not be disturbed by sunlight?,fungus,fungul,1,14,20,0.1,0.004134591668844223,Where could a fungus grow and not be disturbed by sunlight?,14,20,"['A) under rocks', 'B) manhattan', 'C) toenails', 'D) grocery store', 'E) fallen tree']",A) under rocks,A) under rocks,True,True,Where could a fungus grow and not be disturbed by sunlight?,A) under rocks,True
230,Where could a fungus grow and not be disturbed by sunlight?,Where could a fugnu grow and not be disturbed by sunlight?,fungus,fugnu,3,14,19,0.2,0.004134591668844223,Where could a fungus grow and not be disturbed by sunlight?,14,20,"['A) under rocks', 'B) manhattan', 'C) toenails', 'D) grocery store', 'E) fallen tree']",A) under rocks,A) under rocks,True,True,Where could a fungus grow and not be disturbed by sunlight?,A) under rocks,True
231,Where could a fungus grow and not be disturbed by sunlight?,Where could a fungus grow and not be disturbed by sunlight?,fungus,fungus,0,14,20,0.3,0.004134591668844223,Where could a fungus grow and not be disturbed by sunlight?,14,20,"['A) under rocks', 'B) manhattan', 'C) toenails', 'D) grocery store', 'E) fallen tree']",A) under rocks,A) under rocks,True,True,Where could a fungus grow and not be disturbed by sunlight?,A) under rocks,True
232,Where could a fungus grow and not be disturbed by sunlight?,Where could a funuub grow and not be disturbed by sunlight?,fungus,funuub,2,14,20,0.4,0.004134591668844223,Where could a fungus grow and not be disturbed by sunlight?,14,20,"['A) under rocks', 'B) manhattan', 'C) toenails', 'D) grocery store', 'E) fallen tree']",A) under rocks,A) under rocks,True,True,Where could a fungus grow and not be disturbed by sunlight?,A) under rocks,True
233,Where could a fungus grow and not be disturbed by sunlight?,Where could a uznyus grow and not be disturbed by sunlight?,fungus,uznyus,3,14,20,0.5,0.004134591668844223,Where could a fungus grow and not be disturbed by sunlight?,14,20,"['A) under rocks', 'B) manhattan', 'C) toenails', 'D) grocery store', 'E) fallen tree']",A) under rocks,A) under rocks,True,True,Where could a fungus grow and not be disturbed by sunlight?,A) under rocks,True
234,"Though she made the cut years ago, its figurative scars would never what?","Though she made the cut years ago, its figurative scars would never what?",cut,cut,0,20,23,0.0,0.03366932272911072,"Though she made the cut years ago, its figurative scars would never what?",20,23,"['A) joining', 'B) put together', 'C) stitch', 'D) heal', 'E) paste']",D) heal,D) heal,True,True,"Though she made the cut years ago, its figurative scars would never what?",D) heal,True
235,"Though she made the cut years ago, its figurative scars would never what?","Though she made the cut years ago, its figurative scars would never what?",cut,cut,0,20,23,0.1,0.03366932272911072,"Though she made the cut years ago, its figurative scars would never what?",20,23,"['A) joining', 'B) put together', 'C) stitch', 'D) heal', 'E) paste']",D) heal,D) heal,True,True,"Though she made the cut years ago, its figurative scars would never what?",D) heal,True
236,"Though she made the cut years ago, its figurative scars would never what?","Though she made the mdt years ago, its figurative scars would never what?",cut,mdt,2,20,23,0.2,0.03366932272911072,"Though she made the cut years ago, its figurative scars would never what?",20,23,"['A) joining', 'B) put together', 'C) stitch', 'D) heal', 'E) paste']",D) heal,D) heal,True,True,"Though she made the mistake years ago, its figurative scars would never what?",D) heal,True
237,"Though she made the cut years ago, its figurative scars would never what?","Though she made the cr years ago, its figurative scars would never what?",cut,cr,2,20,22,0.3,0.03366932272911072,"Though she made the cut years ago, its figurative scars would never what?",20,23,"['A) joining', 'B) put together', 'C) stitch', 'D) heal', 'E) paste']",D) heal,D) heal,True,True,"Though she made the car years ago, its figurative scars would never what?",D) heal,True
238,"Though she made the cut years ago, its figurative scars would never what?","Though she made the ct years ago, its figurative scars would never what?",cut,ct,1,20,22,0.4,0.03366932272911072,"Though she made the cut years ago, its figurative scars would never what?",20,23,"['A) joining', 'B) put together', 'C) stitch', 'D) heal', 'E) paste']",D) heal,D) heal,True,True,"Though she made the cut years ago, its figurative scars would never what?",D) heal,True
239,"Though she made the cut years ago, its figurative scars would never what?","Though she made the yutt years ago, its figurative scars would never what?",cut,yutt,2,20,24,0.5,0.03366932272911072,"Though she made the cut years ago, its figurative scars would never what?",20,23,"['A) joining', 'B) put together', 'C) stitch', 'D) heal', 'E) paste']",D) heal,D) heal,True,True,"Though she made the cut years ago, its figurative scars would never what?",D) heal,True
240,What does sex often make happen in people?,What does sex often make happen in people?,sex,sex,0,10,13,0.0,0.00591345876455307,What does sex often make happen in people?,10,13,"['A) making love', 'B) feel good', 'C) happyness', 'D) wonderful thing', 'E) cloud judgment']",B) feel good,B) feel good,True,True,What does stress often make happen in people?,E) cloud judgment,False
241,What does sex often make happen in people?,What does sex often make happen in people?,sex,sex,0,10,13,0.1,0.00591345876455307,What does sex often make happen in people?,10,13,"['A) making love', 'B) feel good', 'C) happyness', 'D) wonderful thing', 'E) cloud judgment']",B) feel good,B) feel good,True,True,What does stress often make happen in people?,E) cloud judgment,False
242,What does sex often make happen in people?,What does sex often make happen in people?,sex,sex,0,10,13,0.2,0.00591345876455307,What does sex often make happen in people?,10,13,"['A) making love', 'B) feel good', 'C) happyness', 'D) wonderful thing', 'E) cloud judgment']",B) feel good,E) cloud judgment,False,True,What does stress often make happen in people?,E) cloud judgment,False
243,What does sex often make happen in people?,What does sex often make happen in people?,sex,sex,0,10,13,0.3,0.00591345876455307,What does sex often make happen in people?,10,13,"['A) making love', 'B) feel good', 'C) happyness', 'D) wonderful thing', 'E) cloud judgment']",B) feel good,E) cloud judgment,False,True,What does stress often make happen in people?,E) cloud judgment,False
244,What does sex often make happen in people?,What does sex often make happen in people?,sex,sex,0,10,13,0.4,0.00591345876455307,What does sex often make happen in people?,10,13,"['A) making love', 'B) feel good', 'C) happyness', 'D) wonderful thing', 'E) cloud judgment']",B) feel good,E) cloud judgment,False,True,What does stress often make happen in people?,E) cloud judgment,False
245,What does sex often make happen in people?,What does ssex often make happen in people?,sex,ssex,1,10,14,0.5,0.00591345876455307,What does sex often make happen in people?,10,13,"['A) making love', 'B) feel good', 'C) happyness', 'D) wonderful thing', 'E) cloud judgment']",B) feel good,E) cloud judgment,False,True,What does stress often make happen in people?,E) cloud judgment,False
246,Who was the head of the branch yelling at?,Who was the head of the branch yelling at?,head,head,0,12,16,0.0,0.11959125846624374,Who was the head of the branch yelling at?,12,16,"['A) owner', 'B) foot', 'C) subordinate', 'D) base', 'E) point']",C) subordinate,C) subordinate,True,True,Who was the head of the branch yelling at?,C) subordinate,True
247,Who was the head of the branch yelling at?,Who was the head of the branch yelling at?,head,head,0,12,16,0.1,0.11959125846624374,Who was the head of the branch yelling at?,12,16,"['A) owner', 'B) foot', 'C) subordinate', 'D) base', 'E) point']",C) subordinate,C) subordinate,True,True,Who was the head of the branch yelling at?,C) subordinate,True
248,Who was the head of the branch yelling at?,Who was the ead of the branch yelling at?,head,ead,1,12,15,0.2,0.11959125846624374,Who was the head of the branch yelling at?,12,16,"['A) owner', 'B) foot', 'C) subordinate', 'D) base', 'E) point']",C) subordinate,C) subordinate,True,True,Who was the head of the branch yelling at?,C) subordinate,True
249,Who was the head of the branch yelling at?,Who was the heda of the branch yelling at?,head,heda,2,12,16,0.3,0.11959125846624374,Who was the head of the branch yelling at?,12,16,"['A) owner', 'B) foot', 'C) subordinate', 'D) base', 'E) point']",C) subordinate,C) subordinate,True,True,Who was the head of the branch yelling at?,C) subordinate,True
250,Who was the head of the branch yelling at?,Who was the heaed of the branch yelling at?,head,heaed,1,12,17,0.4,0.11959125846624374,Who was the head of the branch yelling at?,12,16,"['A) owner', 'B) foot', 'C) subordinate', 'D) base', 'E) point']",C) subordinate,C) subordinate,True,True,Who was the head of the branch yelling at?,C) subordinate,True
251,Who was the head of the branch yelling at?,Who was the ad of the branch yelling at?,head,ad,2,12,14,0.5,0.11959125846624374,Who was the head of the branch yelling at?,12,16,"['A) owner', 'B) foot', 'C) subordinate', 'D) base', 'E) point']",C) subordinate,C) subordinate,True,True,Who was the head of the branch yelling at?,C) subordinate,True
252,"She needs to visit a bookshop after buying the latest fashion, where should she look?","She needs to visit a bookshop after buying the latest fashion, where should she look?",bookshop,bookshop,0,21,29,0.0,8.182062742889684e-07,"She needs to visit a bookshop after buying the latest fashion, where should she look?",21,29,"['A) student union', 'B) mall', 'C) department store', 'D) library', 'E) town or city']",B) mall,B) mall,True,True,"She needs to visit a bookshop after buying the latest fashion, where should she look?",D) library,False
253,"She needs to visit a bookshop after buying the latest fashion, where should she look?","She needs to visit a bookshopp after buying the latest fashion, where should she look?",bookshop,bookshopp,1,21,30,0.1,8.182062742889684e-07,"She needs to visit a bookshop after buying the latest fashion, where should she look?",21,29,"['A) student union', 'B) mall', 'C) department store', 'D) library', 'E) town or city']",B) mall,B) mall,True,True,"She needs to visit a bookshop after buying the latest fashion, where should she look?",D) library,False
254,"She needs to visit a bookshop after buying the latest fashion, where should she look?","She needs to visit a bookshop after buying the latest fashion, where should she look?",bookshop,bookshop,0,21,29,0.2,8.182062742889684e-07,"She needs to visit a bookshop after buying the latest fashion, where should she look?",21,29,"['A) student union', 'B) mall', 'C) department store', 'D) library', 'E) town or city']",B) mall,D) library,False,True,"She needs to visit a bookstore after buying the latest fashion, where should she look?",D) library,False
255,"She needs to visit a bookshop after buying the latest fashion, where should she look?","She needs to visit a bookcw after buying the latest fashion, where should she look?",bookshop,bookcw,4,21,27,0.3,8.182062742889684e-07,"She needs to visit a bookshop after buying the latest fashion, where should she look?",21,29,"['A) student union', 'B) mall', 'C) department store', 'D) library', 'E) town or city']",B) mall,D) library,False,True,"She needs to visit a boutique after buying the latest fashion, where should she look?",B) mall,True
256,"She needs to visit a bookshop after buying the latest fashion, where should she look?","She needs to visit a ookshop after buying the latest fashion, where should she look?",bookshop,ookshop,1,21,28,0.4,8.182062742889684e-07,"She needs to visit a bookshop after buying the latest fashion, where should she look?",21,29,"['A) student union', 'B) mall', 'C) department store', 'D) library', 'E) town or city']",B) mall,D) library,False,True,"She needs to visit a bookstore after buying the latest fashion, where should she look?",D) library,False
257,"She needs to visit a bookshop after buying the latest fashion, where should she look?","She needs to visit a boooksyo after buying the latest fashion, where should she look?",bookshop,boooksyo,3,21,29,0.5,8.182062742889684e-07,"She needs to visit a bookshop after buying the latest fashion, where should she look?",21,29,"['A) student union', 'B) mall', 'C) department store', 'D) library', 'E) town or city']",B) mall,D) library,False,True,"She needs to visit a bookstore after buying the latest fashion, where should she look?",D) library,False
258,Where could you see an advertisement while reading news?,Where could you see an advertisement while reading news?,advertisement,advertisement,0,23,36,0.0,0.007397758308798075,Where could you see an advertisement while reading news?,23,36,"['A) television', 'B) bus', 'C) email', 'D) web page', 'E) la ville']",D) web page,D) web page,True,True,Where could you see an advertisement while reading news?,D) web page,True
259,Where could you see an advertisement while reading news?,Where could you see an advertisement while reading news?,advertisement,advertisement,0,23,36,0.1,0.007397758308798075,Where could you see an advertisement while reading news?,23,36,"['A) television', 'B) bus', 'C) email', 'D) web page', 'E) la ville']",D) web page,D) web page,True,True,Where could you see an advertisement while reading news?,D) web page,True
260,Where could you see an advertisement while reading news?,Where could you see an adveitsement while reading news?,advertisement,adveitsement,2,23,35,0.2,0.007397758308798075,Where could you see an advertisement while reading news?,23,36,"['A) television', 'B) bus', 'C) email', 'D) web page', 'E) la ville']",D) web page,D) web page,True,True,Where could you see an advertisement while reading news?,D) web page,True
261,Where could you see an advertisement while reading news?,Where could you see an sdverzisement while reading news?,advertisement,sdverzisement,2,23,36,0.3,0.007397758308798075,Where could you see an advertisement while reading news?,23,36,"['A) television', 'B) bus', 'C) email', 'D) web page', 'E) la ville']",D) web page,D) web page,True,True,Where could you see an advertisement while reading news?,D) web page,True
262,Where could you see an advertisement while reading news?,Where could you see an ajverrtisemfnt while reading news?,advertisement,ajverrtisemfnt,3,23,37,0.4,0.007397758308798075,Where could you see an advertisement while reading news?,23,36,"['A) television', 'B) bus', 'C) email', 'D) web page', 'E) la ville']",D) web page,D) web page,True,True,Where could you see an advertisement while reading news?,D) web page,True
263,Where could you see an advertisement while reading news?,Where could you see an avtrwngemmqtt while reading news?,advertisement,avtrwngemmqtt,8,23,36,0.5,0.007397758308798075,Where could you see an advertisement while reading news?,23,36,"['A) television', 'B) bus', 'C) email', 'D) web page', 'E) la ville']",D) web page,D) web page,True,True,Where could you see an advertisement while reading news?,D) web page,True
264,What state is the John Davis  Lodge toll road found in?,What state is the John Davis  Lodge toll road found in?,toll road,toll road,0,36,45,0.0,9.251679102817434e-07,What state is the John Davis  Lodge toll road found in?,36,45,"['A) new jersey', 'B) eastern united states', 'C) good repair', 'D) connecticut', 'E) arizona']",D) connecticut,D) connecticut,True,True,What state is the John Davis Lodge toll road found in?,D) connecticut,True
265,What state is the John Davis  Lodge toll road found in?,What state is the John Davis  Lodge toll roa found in?,toll road,toll roa,1,36,44,0.1,9.251679102817434e-07,What state is the John Davis  Lodge toll road found in?,36,45,"['A) new jersey', 'B) eastern united states', 'C) good repair', 'D) connecticut', 'E) arizona']",D) connecticut,D) Connecticut,True,True,What state is the John Davis Lodge toll road found in?,D) connecticut,True
266,What state is the John Davis  Lodge toll road found in?,What state is the John Davis  Lodge tollprryad found in?,toll road,tollprryad,3,36,46,0.2,9.251679102817434e-07,What state is the John Davis  Lodge toll road found in?,36,45,"['A) new jersey', 'B) eastern united states', 'C) good repair', 'D) connecticut', 'E) arizona']",D) connecticut,D) Connecticut,True,True,What state is the John Davis Lodge toll road found in?,D) connecticut,True
